Id,SalePrice
1461,121621.08545147395
1462,154812.65540394944
1463,190201.1768883951
1464,197952.4471840197
1465,186219.63876895016
1466,178680.4846777708
1467,172477.64586215292
1468,166880.84956712145
1469,185861.5071232237
1470,124232.87787622487
1471,193641.80834824758
1472,97310.1753571198
1473,98704.64200911531
1474,152684.87754311197
1475,116449.79953067885
1476,388692.1607756125
1477,252271.86080368576
1478,319228.7539881509
1479,293050.83874446846
1480,471387.3473401267
1481,345104.753075442
1482,208813.17545488809
1483,178757.8456661007
1484,161495.71567735952
1485,183952.9468547766
1486,199007.12691713145
1487,344837.7063242762
1488,242398.55447194842
1489,213908.67179103868
1490,219938.8753185994
1491,191316.25554100005
1492,96781.8075472721
1493,191950.9567069604
1494,293846.94542111165
1495,279534.4554369749
1496,257474.29186813088
1497,181703.85405514078
1498,169323.9270060384
1499,166938.46862345742
1500,161304.97686317397
1501,182100.3607033213
1502,152516.53536872374
1503,284248.95698526973
1504,241018.40096921803
1505,229145.1743764282
1506,178572.0960112486
1507,265082.48055915657
1508,188856.6134369589
1509,161382.51495270774
1510,148588.19450420723
1511,144704.21514811582
1512,172662.88889529466
1513,136393.1107744806
1514,163744.43518290482
1515,186697.2422791159
1516,143922.79902663827
1517,153541.63318834055
1518,125567.63443872132
1519,226048.84993880385
1520,139969.46954627955
1521,139223.19771425048
1522,174728.99310231846
1523,117361.44091560924
1524,124985.00965894923
1525,119753.271973289
1526,112732.9891730405
1527,102823.52703495619
1528,137282.99009315067
1529,155030.15399781734
1530,181931.015682375
1531,102578.41865562796
1532,96843.21918262378
1533,148122.3906800741
1534,118199.08279256846
1535,155775.84674936175
1536,107314.48100973884
1537,69178.05968763695
1538,149543.84293553754
1539,193769.80518177449
1540,93865.54801392145
1541,136422.57671741757
1542,140101.75788262102
1543,216600.91811900484
1544,84701.56026116952
1545,110880.31760749727
1546,131098.2997820243
1547,132350.73966041632
1548,131765.321345978
1549,112727.31097695582
1550,136617.88374685554
1551,105526.65041109038
1552,146502.29174543018
1553,155319.69208360583
1554,114479.57931305018
1555,172002.95217994714
1556,92128.54569389619
1557,115336.68311491732
1558,95457.95017792366
1559,92228.13920138741
1560,124940.72479852776
1561,134532.103698118
1562,128780.44350650905
1563,122473.99409630332
1564,157802.36422282123
1565,149704.48685003014
1566,232210.32979689015
1567,74132.11053669007
1568,237641.93331098254
1569,141262.81382707326
1570,142451.24072953904
1571,129253.25586445171
1572,146714.57814634388
1573,241428.2995079645
1574,116813.56650513035
1575,225658.69915931908
1576,240953.33786315675
1577,197780.47052964906
1578,140008.30843690954
1579,146997.86705372052
1580,188351.21134779055
1581,149916.93345075435
1582,130722.91595659486
1583,297742.1642941936
1584,229138.23900369898
1585,142675.79085097674
1586,66361.6617873659
1587,100592.77885892394
1588,154329.54947133397
1589,96164.96936262187
1590,135870.22708435208
1591,98432.47791785927
1592,120853.9436473546
1593,123826.7364589097
1594,128635.5291229548
1595,109741.23674116594
1596,241224.87864550235
1597,186797.93445605447
1598,207428.42963435085
1599,173271.3883353511
1600,161138.9735026109
1601,61352.57509673798
1602,106956.99222425472
1603,97987.45696772845
1604,258073.04467163264
1605,226062.5856878011
1606,182130.1928748266
1607,157542.1366247566
1608,221536.48482836224
1609,192136.24304628937
1610,159299.95790578227
1611,136602.69598411163
1612,179607.58953476284
1613,172385.4755855553
1614,119421.61338573195
1615,82849.9193673174
1616,71857.29358071834
1617,85056.09851793235
1618,126121.67434263536
